Site,Date,Time,Time Zone,Measurement (MWh/h),Forecast (MWh/h),Uncertainty lower bound (MWh/h),Uncertainty upper bound (MWh/h)
Vermont (Billing Load),2017-04-01,01:00:00,EDT,537.1782599999999,,,
Vermont (Billing Load),2017-04-01,02:00:00,EDT,515.49365,,,
Vermont (Billing Load),2017-04-01,03:00:00,EDT,508.72684000000004,,,
Vermont (Billing Load),2017-04-01,04:00:00,EDT,501.75052,,,
Vermont (Billing Load),2017-04-01,05:00:00,EDT,505.61655999999994,,,
Vermont (Billing Load),2017-04-01,06:00:00,EDT,521.06277,,,
Vermont (Billing Load),2017-04-01,07:00:00,EDT,560.28605,,,
Vermont (Billing Load),2017-04-01,08:00:00,EDT,598.06083,,,
Vermont (Billing Load),2017-04-01,09:00:00,EDT,638.0799099999999,,,
Vermont (Billing Load),2017-04-01,10:00:00,EDT,661.95538,,,
Vermont (Billing Load),2017-04-01,11:00:00,EDT,668.80905,,,
Vermont (Billing Load),2017-04-01,12:00:00,EDT,659.69893,,,
Vermont (Billing Load),2017-04-01,13:00:00,EDT,638.5255599999999,,,
Vermont (Billing Load),2017-04-01,14:00:00,EDT,612.93431,,,
Vermont (Billing Load),2017-04-01,15:00:00,EDT,605.96887,,,
Vermont (Billing Load),2017-04-01,16:00:00,EDT,618.94125,,,
Vermont (Billing Load),2017-04-01,17:00:00,EDT,630.34392,,,
Vermont (Billing Load),2017-04-01,18:00:00,EDT,651.96818,,,
Vermont (Billing Load),2017-04-01,19:00:00,EDT,658.6208,,,
Vermont (Billing Load),2017-04-01,20:00:00,EDT,670.94421,,,
Vermont (Billing Load),2017-04-01,21:00:00,EDT,659.76531,,,
Vermont (Billing Load),2017-04-01,22:00:00,EDT,635.63031,,,
Vermont (Billing Load),2017-04-01,23:00:00,EDT,597.1628400000001,,,
Vermont (Billing Load),2017-04-02,00:00:00,EDT,551.07416,,,
Vermont (Billing Load),2017-04-02,01:00:00,EDT,520.51352,,,
Vermont (Billing Load),2017-04-02,02:00:00,EDT,503.60600999999997,,,
Vermont (Billing Load),2017-04-02,03:00:00,EDT,493.59733,,,
Vermont (Billing Load),2017-04-02,04:00:00,EDT,489.2457,,,
Vermont (Billing Load),2017-04-02,05:00:00,EDT,494.41693,,,
Vermont (Billing Load),2017-04-02,06:00:00,EDT,510.19423,,,
Vermont (Billing Load),2017-04-02,07:00:00,EDT,541.74577,,,
Vermont (Billing Load),2017-04-02,08:00:00,EDT,573.44889,,,
Vermont (Billing Load),2017-04-02,09:00:00,EDT,583.9023099999999,,,
Vermont (Billing Load),2017-04-02,10:00:00,EDT,561.27178,,,
Vermont (Billing Load),2017-04-02,11:00:00,EDT,535.4644400000001,,,
Vermont (Billing Load),2017-04-02,12:00:00,EDT,510.9084,,,
Vermont (Billing Load),2017-04-02,13:00:00,EDT,495.84646,,,
Vermont (Billing Load),2017-04-02,14:00:00,EDT,481.98309000000006,,,
Vermont (Billing Load),2017-04-02,15:00:00,EDT,482.43181,,,
Vermont (Billing Load),2017-04-02,16:00:00,EDT,487.59979000000004,,,
Vermont (Billing Load),2017-04-02,17:00:00,EDT,511.57831,,,
Vermont (Billing Load),2017-04-02,18:00:00,EDT,563.88994,,,
Vermont (Billing Load),2017-04-02,19:00:00,EDT,623.00573,,,
Vermont (Billing Load),2017-04-02,20:00:00,EDT,658.41948,,,
Vermont (Billing Load),2017-04-02,21:00:00,EDT,656.01895,,,
Vermont (Billing Load),2017-04-02,22:00:00,EDT,624.98213,,,
Vermont (Billing Load),2017-04-02,23:00:00,EDT,577.90209,,,
Vermont (Billing Load),2017-04-03,00:00:00,EDT,533.98901,,,
Vermont (Billing Load),2017-04-03,01:00:00,EDT,509.94951,,,
Vermont (Billing Load),2017-04-03,02:00:00,EDT,494.36274000000003,,,
Vermont (Billing Load),2017-04-03,03:00:00,EDT,490.93367,,,
Vermont (Billing Load),2017-04-03,04:00:00,EDT,494.68587,,,
Vermont (Billing Load),2017-04-03,05:00:00,EDT,512.29225,,,
Vermont (Billing Load),2017-04-03,06:00:00,EDT,562.00091,,,
Vermont (Billing Load),2017-04-03,07:00:00,EDT,651.7667,,,
Vermont (Billing Load),2017-04-03,08:00:00,EDT,671.5011400000001,,,
Vermont (Billing Load),2017-04-03,09:00:00,EDT,619.53813,,,
Vermont (Billing Load),2017-04-03,10:00:00,EDT,570.9332,,,
Vermont (Billing Load),2017-04-03,11:00:00,EDT,562.2372799999999,,,
Vermont (Billing Load),2017-04-03,12:00:00,EDT,541.3256,,,
Vermont (Billing Load),2017-04-03,13:00:00,EDT,508.71629,,,
Vermont (Billing Load),2017-04-03,14:00:00,EDT,502.18633,553.5328,506.65195,600.41365
Vermont (Billing Load),2017-04-03,15:00:00,EDT,490.23215999999996,554.62099,508.03104,601.21094
Vermont (Billing Load),2017-04-03,16:00:00,EDT,494.69169000000005,561.21567,515.68326,606.74807
Vermont (Billing Load),2017-04-03,17:00:00,EDT,529.72752,593.77796,551.16882,636.3871
Vermont (Billing Load),2017-04-03,18:00:00,EDT,589.00598,634.42202,593.90931,674.93472
Vermont (Billing Load),2017-04-03,19:00:00,EDT,648.79624,686.39161,648.51099,724.27224
Vermont (Billing Load),2017-04-03,20:00:00,EDT,679.80796,727.79291,691.3087,764.27711
Vermont (Billing Load),2017-04-03,21:00:00,EDT,677.11247,711.58752,676.3681,746.80694
Vermont (Billing Load),2017-04-03,22:00:00,EDT,637.00735,672.97978,638.82914,707.13041
Vermont (Billing Load),2017-04-03,23:00:00,EDT,588.56698,611.6988299999999,578.6866,644.7110700000001
Vermont (Billing Load),2017-04-04,00:00:00,EDT,538.15814,563.01307,530.27462,595.7515099999999
Vermont (Billing Load),2017-04-04,01:00:00,EDT,508.93730999999997,530.7371,497.31768,564.15652
Vermont (Billing Load),2017-04-04,02:00:00,EDT,491.98830999999996,514.01461,480.69445,547.33476
Vermont (Billing Load),2017-04-04,03:00:00,EDT,483.84691,506.06136,472.77447,539.34825
Vermont (Billing Load),2017-04-04,04:00:00,EDT,484.22822,504.51768,471.18215,537.85321
Vermont (Billing Load),2017-04-04,05:00:00,EDT,499.97342000000003,515.9128900000001,481.47013,550.35565
Vermont (Billing Load),2017-04-04,06:00:00,EDT,549.1116599999999,569.57583,532.29092,606.86073
Vermont (Billing Load),2017-04-04,07:00:00,EDT,642.05165,663.7757,624.39107,703.1603299999999
Vermont (Billing Load),2017-04-04,08:00:00,EDT,695.14365,706.9444,668.71053,745.17827
Vermont (Billing Load),2017-04-04,09:00:00,EDT,699.16486,714.51008,678.6018799999999,750.41827
Vermont (Billing Load),2017-04-04,10:00:00,EDT,696.6933700000001,711.8050599999999,676.40036,747.20975
Vermont (Billing Load),2017-04-04,11:00:00,EDT,692.16752,711.22752,674.56453,747.89051
Vermont (Billing Load),2017-04-04,12:00:00,EDT,689.77138,705.4014400000001,667.52007,743.2828099999999
Vermont (Billing Load),2017-04-04,13:00:00,EDT,687.0794400000001,689.5432099999999,650.39798,728.68845
Vermont (Billing Load),2017-04-04,14:00:00,EDT,686.42768,681.73381,641.50686,721.96075
Vermont (Billing Load),2017-04-04,15:00:00,EDT,679.13634,677.59515,636.66292,718.5273900000001
Vermont (Billing Load),2017-04-04,16:00:00,EDT,681.19939,675.61522,634.19164,717.03881
Vermont (Billing Load),2017-04-04,17:00:00,EDT,684.2537,683.28742,641.88459,724.69025
Vermont (Billing Load),2017-04-04,18:00:00,EDT,698.94066,695.2886599999999,654.11195,736.46537
Vermont (Billing Load),2017-04-04,19:00:00,EDT,708.51119,700.64946,661.6410599999999,739.65787
Vermont (Billing Load),2017-04-04,20:00:00,EDT,708.5486900000001,720.11281,682.78431,757.4413
Vermont (Billing Load),2017-04-04,21:00:00,EDT,685.81016,708.49407,671.11743,745.8707099999999
Vermont (Billing Load),2017-04-04,22:00:00,EDT,652.82474,671.8543599999999,634.19526,709.51347
Vermont (Billing Load),2017-04-04,23:00:00,EDT,603.62508,608.62896,571.52838,645.72954
Vermont (Billing Load),2017-04-05,00:00:00,EDT,557.5969299999999,555.86398,522.20987,589.5180799999999
Vermont (Billing Load),2017-04-05,01:00:00,EDT,526.88095,526.7918400000001,494.62167,558.96202
Vermont (Billing Load),2017-04-05,02:00:00,EDT,514.46434,509.18659,477.11955,541.2536299999999
Vermont (Billing Load),2017-04-05,03:00:00,EDT,503.72892,500.6674,468.63492,532.69988
Vermont (Billing Load),2017-04-05,04:00:00,EDT,501.38612,498.37057000000004,466.28755,530.4535900000001
Vermont (Billing Load),2017-04-05,05:00:00,EDT,518.6260599999999,511.33173,478.09972,544.56374
Vermont (Billing Load),2017-04-05,06:00:00,EDT,564.6797,564.1732900000001,528.00388,600.34271
Vermont (Billing Load),2017-04-05,07:00:00,EDT,655.8741,662.51709,624.1868,700.84739
Vermont (Billing Load),2017-04-05,08:00:00,EDT,709.67491,707.1385700000001,670.0846799999999,744.19246
Vermont (Billing Load),2017-04-05,09:00:00,EDT,708.01999,717.40399,682.84319,751.9648
Vermont (Billing Load),2017-04-05,10:00:00,EDT,703.67475,717.52386,683.56347,751.48425
Vermont (Billing Load),2017-04-05,11:00:00,EDT,690.87292,718.01113,682.85385,753.16841
Vermont (Billing Load),2017-04-05,12:00:00,EDT,680.3919400000001,705.2242,668.3797900000001,742.06862
Vermont (Billing Load),2017-04-05,13:00:00,EDT,663.29297,685.7350700000001,647.4194200000001,724.0507299999999
Vermont (Billing Load),2017-04-05,14:00:00,EDT,634.7368799999999,671.18125,631.09906,711.26343
Vermont (Billing Load),2017-04-05,15:00:00,EDT,606.2457,659.91875,618.6372,701.20029
Vermont (Billing Load),2017-04-05,16:00:00,EDT,595.66116,653.04524,611.20559,694.88489
Vermont (Billing Load),2017-04-05,17:00:00,EDT,624.3941,663.14028,621.80251,704.4780400000001
Vermont (Billing Load),2017-04-05,18:00:00,EDT,660.13078,677.5697299999999,637.0452700000001,718.0941799999999
Vermont (Billing Load),2017-04-05,19:00:00,EDT,688.67057,689.31643,651.31194,727.32092
Vermont (Billing Load),2017-04-05,20:00:00,EDT,699.11285,713.73112,677.51269,749.94955
Vermont (Billing Load),2017-04-05,21:00:00,EDT,683.74618,702.73561,666.4675599999999,739.00365
Vermont (Billing Load),2017-04-05,22:00:00,EDT,648.06846,666.30668,629.74761,702.8657599999999
Vermont (Billing Load),2017-04-05,23:00:00,EDT,596.52007,603.70068,567.7172,639.6841599999999
Vermont (Billing Load),2017-04-06,00:00:00,EDT,543.5869299999999,551.9553400000001,519.53687,584.3738
Vermont (Billing Load),2017-04-06,01:00:00,EDT,515.15528,519.55203,486.51793,552.58612
Vermont (Billing Load),2017-04-06,02:00:00,EDT,500.22938,502.17297,469.2393,535.10663
Vermont (Billing Load),2017-04-06,03:00:00,EDT,492.58517,493.87429000000003,460.97427999999996,526.7743
Vermont (Billing Load),2017-04-06,04:00:00,EDT,491.91135999999995,491.99792,459.0487,524.94714
Vermont (Billing Load),2017-04-06,05:00:00,EDT,508.84842000000003,506.54265,472.47364000000005,540.6116599999999
Vermont (Billing Load),2017-04-06,06:00:00,EDT,558.67188,559.99245,523.0525299999999,596.93237
Vermont (Billing Load),2017-04-06,07:00:00,EDT,649.03389,646.96225,607.90405,686.02044
Vermont (Billing Load),2017-04-06,08:00:00,EDT,694.69782,689.2856099999999,651.25239,727.3188200000001
Vermont (Billing Load),2017-04-06,09:00:00,EDT,694.2647900000001,693.24708,657.08741,729.40674
Vermont (Billing Load),2017-04-06,10:00:00,EDT,694.06738,687.69623,651.2257,724.16677
Vermont (Billing Load),2017-04-06,11:00:00,EDT,701.2069700000001,686.26825,648.00933,724.5271700000001
Vermont (Billing Load),2017-04-06,12:00:00,EDT,708.65197,681.55218,642.1286200000001,720.9757400000001
Vermont (Billing Load),2017-04-06,13:00:00,EDT,702.32555,673.1671200000001,633.01315,713.32109
Vermont (Billing Load),2017-04-06,14:00:00,EDT,707.27373,675.4314400000001,634.86985,715.99303
Vermont (Billing Load),2017-04-06,15:00:00,EDT,697.31251,680.6532900000001,640.18107,721.12551
Vermont (Billing Load),2017-04-06,16:00:00,EDT,694.20034,678.2983,637.59323,719.00338
Vermont (Billing Load),2017-04-06,17:00:00,EDT,698.84745,686.76984,645.91473,727.62495
Vermont (Billing Load),2017-04-06,18:00:00,EDT,706.21644,695.75099,655.02859,736.47338
Vermont (Billing Load),2017-04-06,19:00:00,EDT,709.85746,694.34527,655.77205,732.9184799999999
Vermont (Billing Load),2017-04-06,20:00:00,EDT,712.666,711.5595099999999,674.6915799999999,748.42744
Vermont (Billing Load),2017-04-06,21:00:00,EDT,697.22453,699.23926,662.32259,736.15593
Vermont (Billing Load),2017-04-06,22:00:00,EDT,665.7927099999999,661.71125,624.5086200000001,698.91388
Vermont (Billing Load),2017-04-06,23:00:00,EDT,609.87189,597.50459,560.86744,634.1417299999999
Vermont (Billing Load),2017-04-07,00:00:00,EDT,559.2917,549.45825,517.52632,581.39018
Vermont (Billing Load),2017-04-07,01:00:00,EDT,525.12376,519.35798,490.38585,548.33012
Vermont (Billing Load),2017-04-07,02:00:00,EDT,520.0459,499.35932,470.97462,527.74401
Vermont (Billing Load),2017-04-07,03:00:00,EDT,505.92099,488.81419000000005,460.44284000000005,517.1855400000001
Vermont (Billing Load),2017-04-07,04:00:00,EDT,502.37985,484.45977999999997,455.24323,513.67634
Vermont (Billing Load),2017-04-07,05:00:00,EDT,517.72915,497.06052999999997,465.44523,528.67584
Vermont (Billing Load),2017-04-07,06:00:00,EDT,560.8040599999999,549.1141700000001,513.69191,584.5364400000001
Vermont (Billing Load),2017-04-07,07:00:00,EDT,645.50846,635.29116,597.0573099999999,673.52501
Vermont (Billing Load),2017-04-07,08:00:00,EDT,693.20507,679.41491,641.66884,717.16098
Vermont (Billing Load),2017-04-07,09:00:00,EDT,691.13036,681.7534099999999,646.94417,716.56265
Vermont (Billing Load),2017-04-07,10:00:00,EDT,685.72883,669.40238,636.48464,702.32011
Vermont (Billing Load),2017-04-07,11:00:00,EDT,678.60814,660.4168099999999,626.5793,694.25433
Vermont (Billing Load),2017-04-07,12:00:00,EDT,661.85991,650.9003299999999,615.86125,685.9394
Vermont (Billing Load),2017-04-07,13:00:00,EDT,643.24212,639.78761,604.42601,675.14922
Vermont (Billing Load),2017-04-07,14:00:00,EDT,635.83574,634.97105,599.3888099999999,670.5532900000001
Vermont (Billing Load),2017-04-07,15:00:00,EDT,632.92267,630.36586,594.2644700000001,666.46726
Vermont (Billing Load),2017-04-07,16:00:00,EDT,640.21105,628.80688,591.7504799999999,665.86328
Vermont (Billing Load),2017-04-07,17:00:00,EDT,655.07849,640.18539,602.93137,677.43941
Vermont (Billing Load),2017-04-07,18:00:00,EDT,671.22323,651.56765,613.97337,689.16192
Vermont (Billing Load),2017-04-07,19:00:00,EDT,680.1637900000001,660.09788,623.63645,696.5593
Vermont (Billing Load),2017-04-07,20:00:00,EDT,685.87181,680.41733,645.7099099999999,715.12475
Vermont (Billing Load),2017-04-07,21:00:00,EDT,673.7973900000001,670.3306200000001,637.24734,703.41391
Vermont (Billing Load),2017-04-07,22:00:00,EDT,647.88187,643.01149,611.26418,674.7588
Vermont (Billing Load),2017-04-07,23:00:00,EDT,605.79012,592.0204200000001,561.47951,622.56132
Vermont (Billing Load),2017-04-08,00:00:00,EDT,560.6558200000001,541.7507400000001,511.7227,571.77877
Vermont (Billing Load),2017-04-08,01:00:00,EDT,531.56436,508.03949000000006,476.01045999999997,540.06852
Vermont (Billing Load),2017-04-08,02:00:00,EDT,515.1163700000001,489.02645,457.75495,520.29795
Vermont (Billing Load),2017-04-08,03:00:00,EDT,505.63452,479.52205,448.92692999999997,510.11717000000004
Vermont (Billing Load),2017-04-08,04:00:00,EDT,502.04215999999997,475.14842999999996,444.76704000000007,505.52983
Vermont (Billing Load),2017-04-08,05:00:00,EDT,510.26335,480.86837,449.81528,511.92147
Vermont (Billing Load),2017-04-08,06:00:00,EDT,531.97477,508.6085,475.9002,541.3168
Vermont (Billing Load),2017-04-08,07:00:00,EDT,571.6542,544.49427,509.68183,579.3067
Vermont (Billing Load),2017-04-08,08:00:00,EDT,612.37499,580.81895,544.46728,617.17062
Vermont (Billing Load),2017-04-08,09:00:00,EDT,641.63338,608.57249,571.42584,645.71914
Vermont (Billing Load),2017-04-08,10:00:00,EDT,651.59976,617.67357,579.90222,655.44493
Vermont (Billing Load),2017-04-08,11:00:00,EDT,642.68111,608.52907,569.89498,647.16317
Vermont (Billing Load),2017-04-08,12:00:00,EDT,623.96361,593.8306200000001,554.68823,632.9730099999999
Vermont (Billing Load),2017-04-08,13:00:00,EDT,605.60634,580.4571,540.80256,620.11163
Vermont (Billing Load),2017-04-08,14:00:00,EDT,596.7726200000001,569.28587,528.6499,609.9218400000001
Vermont (Billing Load),2017-04-08,15:00:00,EDT,582.55312,563.83268,521.32297,606.3423799999999
Vermont (Billing Load),2017-04-08,16:00:00,EDT,588.91204,565.65386,520.8263,610.4814200000001
Vermont (Billing Load),2017-04-08,17:00:00,EDT,605.95604,580.98949,535.18375,626.79522
Vermont (Billing Load),2017-04-08,18:00:00,EDT,631.29903,605.77463,562.2349,649.31435
Vermont (Billing Load),2017-04-08,19:00:00,EDT,640.72063,626.84561,587.1132,666.57802
Vermont (Billing Load),2017-04-08,20:00:00,EDT,650.94367,655.52671,618.7090900000001,692.34432
Vermont (Billing Load),2017-04-08,21:00:00,EDT,646.96792,648.40207,613.11596,683.68817
Vermont (Billing Load),2017-04-08,22:00:00,EDT,627.38954,622.9497299999999,588.6751,657.2243599999999
Vermont (Billing Load),2017-04-08,23:00:00,EDT,590.5241900000001,578.42349,545.16774,611.67924
Vermont (Billing Load),2017-04-09,00:00:00,EDT,552.48839,533.6764900000001,500.94408,566.40891
Vermont (Billing Load),2017-04-09,01:00:00,EDT,525.30981,509.35504000000003,482.0467,536.66338
Vermont (Billing Load),2017-04-09,02:00:00,EDT,509.28835999999995,491.2412,464.82544,517.65697
Vermont (Billing Load),2017-04-09,03:00:00,EDT,499.33479000000005,482.17339000000004,456.56192000000004,507.78487
Vermont (Billing Load),2017-04-09,04:00:00,EDT,497.38457,477.59784,452.24206,502.95362
Vermont (Billing Load),2017-04-09,05:00:00,EDT,504.15050999999994,481.42726,455.27040999999997,507.58412000000004
Vermont (Billing Load),2017-04-09,06:00:00,EDT,520.7508,502.86742999999996,474.76547999999997,530.96937
Vermont (Billing Load),2017-04-09,07:00:00,EDT,551.12001,519.4341599999999,488.85630999999995,550.0120099999999
Vermont (Billing Load),2017-04-09,08:00:00,EDT,558.12715,536.7688,503.72342000000003,569.81417
Vermont (Billing Load),2017-04-09,09:00:00,EDT,534.14653,535.1166,499.91315999999995,570.32005
Vermont (Billing Load),2017-04-09,10:00:00,EDT,506.07155,526.2521,488.9435,563.56071
Vermont (Billing Load),2017-04-09,11:00:00,EDT,478.91186,500.67819000000003,459.77283,541.5835400000001
Vermont (Billing Load),2017-04-09,12:00:00,EDT,457.28862999999996,483.23607999999996,440.18861,526.28354
Vermont (Billing Load),2017-04-09,13:00:00,EDT,442.77807,468.80862,424.67294000000004,512.94431
Vermont (Billing Load),2017-04-09,14:00:00,EDT,430.84758,458.6861,414.26036,503.11185
Vermont (Billing Load),2017-04-09,15:00:00,EDT,425.24512000000004,458.77649,414.23586,503.31712000000005
Vermont (Billing Load),2017-04-09,16:00:00,EDT,447.68007,478.00780999999995,433.76793,522.24768
Vermont (Billing Load),2017-04-09,17:00:00,EDT,513.24878,525.31284,482.48932,568.13636
Vermont (Billing Load),2017-04-09,18:00:00,EDT,566.1096299999999,564.7498099999999,523.75596,605.74365
Vermont (Billing Load),2017-04-09,19:00:00,EDT,616.51598,608.75018,572.5807900000001,644.9195599999999
Vermont (Billing Load),2017-04-09,20:00:00,EDT,650.36356,649.8061700000001,617.01252,682.59982
Vermont (Billing Load),2017-04-09,21:00:00,EDT,650.30092,644.50679,613.44241,675.57117
Vermont (Billing Load),2017-04-09,22:00:00,EDT,621.08416,607.48146,577.57098,637.39193
Vermont (Billing Load),2017-04-09,23:00:00,EDT,573.082,550.22245,521.48516,578.95973
Vermont (Billing Load),2017-04-10,00:00:00,EDT,524.73783,507.02982000000003,481.25417000000004,532.8054599999999
Vermont (Billing Load),2017-04-10,01:00:00,EDT,495.79503,474.66857999999996,450.67793,498.65923
Vermont (Billing Load),2017-04-10,02:00:00,EDT,479.70447,458.62954,435.37417999999997,481.88491
Vermont (Billing Load),2017-04-10,03:00:00,EDT,473.36967999999996,451.67830999999995,428.74057,474.61605999999995
Vermont (Billing Load),2017-04-10,04:00:00,EDT,474.1396,451.152,427.7289,474.57509000000005
Vermont (Billing Load),2017-04-10,05:00:00,EDT,493.47038,466.80584000000005,442.01038,491.6013
Vermont (Billing Load),2017-04-10,06:00:00,EDT,545.89639,523.89674,497.29037999999997,550.5031
Vermont (Billing Load),2017-04-10,07:00:00,EDT,632.86403,598.9281,570.89134,626.96487
Vermont (Billing Load),2017-04-10,08:00:00,EDT,649.2955599999999,631.2090000000001,601.7017099999999,660.7162900000001
Vermont (Billing Load),2017-04-10,09:00:00,EDT,605.52932,608.90521,577.4892,640.32122
Vermont (Billing Load),2017-04-10,10:00:00,EDT,558.07873,591.68337,560.82077,622.54598
Vermont (Billing Load),2017-04-10,11:00:00,EDT,525.68647,588.08591,555.73905,620.4327599999999
Vermont (Billing Load),2017-04-10,12:00:00,EDT,509.14484000000004,588.06913,554.62577,621.5124900000001
Vermont (Billing Load),2017-04-10,13:00:00,EDT,503.17462,582.2645200000001,547.33516,617.1938700000001
Vermont (Billing Load),2017-04-10,14:00:00,EDT,527.43844,585.34405,549.38619,621.3019099999999
Vermont (Billing Load),2017-04-10,15:00:00,EDT,547.8541799999999,595.5644900000001,559.27724,631.85173
Vermont (Billing Load),2017-04-10,16:00:00,EDT,552.4081,606.41291,568.79589,644.02993
Vermont (Billing Load),2017-04-10,17:00:00,EDT,567.2223799999999,615.5294200000001,577.0468,654.01205
Vermont (Billing Load),2017-04-10,18:00:00,EDT,604.74584,638.38529,602.00489,674.76568
Vermont (Billing Load),2017-04-10,19:00:00,EDT,644.0926099999999,663.74747,629.70961,697.7853299999999
Vermont (Billing Load),2017-04-10,20:00:00,EDT,673.57585,692.85425,660.31347,725.39503
Vermont (Billing Load),2017-04-10,21:00:00,EDT,667.17078,681.27176,649.88393,712.6595900000001
Vermont (Billing Load),2017-04-10,22:00:00,EDT,629.77417,637.3548900000001,607.1712200000001,667.53856
Vermont (Billing Load),2017-04-10,23:00:00,EDT,574.7457099999999,571.89255,543.0031700000001,600.78193
Vermont (Billing Load),2017-04-11,00:00:00,EDT,522.1417,526.2125599999999,497.63645,554.78867
Vermont (Billing Load),2017-04-11,01:00:00,EDT,492.46052000000003,488.88375999999994,460.62425999999994,517.14327
Vermont (Billing Load),2017-04-11,02:00:00,EDT,476.37769000000003,473.13189000000006,444.98985,501.27393
Vermont (Billing Load),2017-04-11,03:00:00,EDT,466.82715999999994,464.78179000000006,436.67914,492.88444000000004
Vermont (Billing Load),2017-04-11,04:00:00,EDT,464.84725999999995,463.08559,434.92534000000006,491.24584000000004
Vermont (Billing Load),2017-04-11,05:00:00,EDT,480.66275999999993,477.61132000000003,448.1487,507.07394000000005
Vermont (Billing Load),2017-04-11,06:00:00,EDT,531.1969799999999,530.83945,498.09947,563.57942
Vermont (Billing Load),2017-04-11,07:00:00,EDT,614.4886700000001,612.78415,577.67161,647.8967
Vermont (Billing Load),2017-04-11,08:00:00,EDT,648.00777,654.1613,620.03309,688.28951
Vermont (Billing Load),2017-04-11,09:00:00,EDT,601.58638,641.20893,608.10588,674.31199
Vermont (Billing Load),2017-04-11,10:00:00,EDT,558.11631,619.9371,586.22476,653.6494299999999
Vermont (Billing Load),2017-04-11,11:00:00,EDT,549.3409,597.03583,561.49733,632.57433
Vermont (Billing Load),2017-04-11,12:00:00,EDT,531.3862,578.96987,540.4871099999999,617.45263
Vermont (Billing Load),2017-04-11,13:00:00,EDT,516.0392,570.71788,531.11902,610.31675
Vermont (Billing Load),2017-04-11,14:00:00,EDT,535.8168400000001,586.09843,547.28118,624.91568
Vermont (Billing Load),2017-04-11,15:00:00,EDT,560.8061299999999,607.9427099999999,570.02076,645.86465
Vermont (Billing Load),2017-04-11,16:00:00,EDT,591.53292,626.4633299999999,587.1532,665.77346
Vermont (Billing Load),2017-04-11,17:00:00,EDT,621.14774,637.05222,597.1096299999999,676.99482
Vermont (Billing Load),2017-04-11,18:00:00,EDT,657.43943,657.55217,619.20801,695.89634
Vermont (Billing Load),2017-04-11,19:00:00,EDT,668.04474,669.0098,634.16435,703.85524
Vermont (Billing Load),2017-04-11,20:00:00,EDT,679.29204,692.05891,659.3197,724.79811
Vermont (Billing Load),2017-04-11,21:00:00,EDT,663.87133,678.6847,645.89062,711.47878
Vermont (Billing Load),2017-04-11,22:00:00,EDT,620.50013,639.6415099999999,606.52585,672.75716
Vermont (Billing Load),2017-04-11,23:00:00,EDT,568.9701200000001,575.86564,543.38655,608.34474
Vermont (Billing Load),2017-04-12,00:00:00,EDT,516.43669,528.52505,500.04632999999995,557.00377
Vermont (Billing Load),2017-04-12,01:00:00,EDT,496.49823,500.94027,473.65969,528.2208400000001
Vermont (Billing Load),2017-04-12,02:00:00,EDT,479.41250999999994,481.64160999999996,454.48273,508.80048
Vermont (Billing Load),2017-04-12,03:00:00,EDT,470.65844000000004,471.79705,444.67899000000006,498.91510999999997
Vermont (Billing Load),2017-04-12,04:00:00,EDT,471.65483,468.759,441.58126,495.93674000000004
Vermont (Billing Load),2017-04-12,05:00:00,EDT,485.29917,480.26427,451.73925999999994,508.78927000000004
Vermont (Billing Load),2017-04-12,06:00:00,EDT,535.82675,533.21175,501.31291,565.11058
Vermont (Billing Load),2017-04-12,07:00:00,EDT,626.6526700000001,613.98631,579.6567200000001,648.3159
Vermont (Billing Load),2017-04-12,08:00:00,EDT,681.3744,664.5099299999999,631.34395,697.6759099999999
Vermont (Billing Load),2017-04-12,09:00:00,EDT,684.0595099999999,667.19073,636.21471,698.16675
Vermont (Billing Load),2017-04-12,10:00:00,EDT,674.54638,659.98131,629.03226,690.93036
Vermont (Billing Load),2017-04-12,11:00:00,EDT,674.33606,653.14288,620.06759,686.21817
Vermont (Billing Load),2017-04-12,12:00:00,EDT,678.8313,640.30332,605.46889,675.13774
Vermont (Billing Load),2017-04-12,13:00:00,EDT,662.96548,621.82689,586.1044400000001,657.5493299999999
Vermont (Billing Load),2017-04-12,14:00:00,EDT,650.0959,605.35125,569.11869,641.58381
Vermont (Billing Load),2017-04-12,15:00:00,EDT,614.27703,591.10203,554.00035,628.20371
Vermont (Billing Load),2017-04-12,16:00:00,EDT,554.5038,578.35388,540.1383400000001,616.56941
Vermont (Billing Load),2017-04-12,17:00:00,EDT,568.57533,585.6166,546.26869,624.9645
Vermont (Billing Load),2017-04-12,18:00:00,EDT,604.94077,606.26282,568.25603,644.26961
Vermont (Billing Load),2017-04-12,19:00:00,EDT,650.42543,637.75157,603.5430200000001,671.9601200000001
Vermont (Billing Load),2017-04-12,20:00:00,EDT,677.70013,672.6895,640.73509,704.6439
Vermont (Billing Load),2017-04-12,21:00:00,EDT,677.3100599999999,670.49771,638.48708,702.5083400000001
Vermont (Billing Load),2017-04-12,22:00:00,EDT,638.703,636.39821,604.0582099999999,668.7382
Vermont (Billing Load),2017-04-12,23:00:00,EDT,584.5871400000001,574.8586,543.17074,606.54645
Vermont (Billing Load),2017-04-13,00:00:00,EDT,534.36572,523.37052,495.79759,550.94344
Vermont (Billing Load),2017-04-13,01:00:00,EDT,,496.24479,464.85759,527.63198
Vermont (Billing Load),2017-04-13,02:00:00,EDT,,480.26095,448.97947,511.54242999999997
